order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
33856,33308,prior,11,5,12,3
33857,18998,prior,45,1,9,0
33861,57851,prior,92,1,16,0
33867,30950,prior,1,2,7,
33870,24780,prior,20,4,14,19
33871,25949,prior,4,1,10,14
33875,44601,prior,3,3,11,8
33878,24819,prior,6,0,13,0
33882,48559,prior,33,2,13,8
33885,23817,prior,8,1,9,6
33890,29234,prior,14,4,15,4
33897,27092,prior,1,0,14,
33900,17997,prior,54,2,18,1
33904,50143,prior,27,6,11,12
33906,4724,prior,84,4,6,1
33908,27238,prior,10,5,13,8
33910,59535,prior,7,3,11,16
33911,58080,prior,1,4,18,
33912,61692,prior,23,0,14,14
33923,30395,prior,8,4,16,5
33928,60932,prior,48,3,10,2
33934,34420,prior,2,6,15,1
33937,20277,prior,22,0,18,8
33943,39859,prior,13,0,13,7
33949,1243,prior,10,4,17,20
33951,8643,test,6,4,11,9
33959,32270,prior,31,2,9,8
33961,55073,prior,71,0,18,2
33967,16282,prior,5,3,19,8
33971,6288,prior,9,0,9,11
33974,1325,prior,2,2,6,16
33975,7119,prior,11,1,10,7
33977,56875,prior,3,6,9,9
33981,31918,prior,8,5,6,7
33982,10137,prior,9,6,12,7
33983,45711,train,10,5,16,4
33985,21156,prior,17,3,17,10
33992,48992,prior,23,0,18,2
34005,15214,prior,6,0,12,5
34024,46705,prior,29,3,21,1
34031,20730,prior,30,5,16,1
34033,22204,prior,4,0,12,15
34035,6028,prior,15,0,16,14
34036,11774,prior,41,3,15,0
34039,56236,prior,2,1,18,14
34041,62769,prior,4,6,15,30
34042,46277,test,26,5,17,5
34043,55795,prior,33,0,13,7
34051,6786,prior,11,0,9,6
34053,6472,prior,22,5,15,6
34054,36995,prior,5,2,15,11
34056,16308,prior,7,1,8,10
34061,36947,test,9,3,11,15
34070,20690,prior,11,1,11,24
34071,839,prior,24,3,14,13
34077,44145,prior,17,1,20,0
34078,14049,test,8,5,17,12
34079,30888,prior,30,5,14,2
34090,23278,prior,19,0,10,8
34097,14991,train,36,0,17,25
34099,54485,prior,44,3,14,0
34101,1437,prior,2,4,9,22
34102,31632,prior,21,4,9,6
34106,8737,prior,74,3,10,4
34109,20334,prior,29,6,14,18
34117,44821,prior,3,5,10,7
34119,2830,prior,10,2,12,9
34121,8779,prior,91,4,10,3
34129,2278,prior,10,2,9,12
34131,27405,prior,7,3,12,12
34138,61244,prior,2,1,18,30
34142,5690,prior,3,4,18,30
34144,7187,prior,16,2,10,14
34145,51883,prior,22,1,13,4
34146,898,prior,25,5,19,3
34150,20033,prior,2,2,11,30
34164,187,prior,26,1,14,13
34171,25626,prior,24,1,13,5
34172,7892,prior,2,4,21,6
34175,9372,prior,49,4,11,6
34176,2115,prior,15,4,8,3
34177,1164,prior,75,2,19,2
34182,45507,prior,33,1,13,0
34184,46665,prior,3,2,17,30
34187,11680,prior,36,2,20,1
34191,9194,prior,6,5,13,2
34192,2443,prior,11,0,17,15
34193,58717,prior,2,2,14,10
34200,46949,prior,16,5,15,3
34201,51162,train,86,5,10,3
34202,50192,train,5,1,10,14
34205,42814,prior,33,6,17,0
34206,38913,prior,5,0,20,9
34207,55406,prior,1,4,8,
34210,8617,train,7,4,17,30
34211,26582,prior,9,6,18,17
34216,43840,prior,36,3,14,9
34219,59303,prior,8,5,9,30
34220,27878,prior,18,4,9,4
34222,62574,prior,14,1,12,6
34224,32542,prior,8,6,12,15
34229,13835,train,8,0,8,4
34230,36859,prior,2,0,16,30
34231,57883,prior,12,4,8,30
34234,59940,prior,21,3,11,7
34235,50540,prior,17,0,17,6
34236,41619,prior,3,4,19,30
34237,23902,prior,15,0,13,14
34240,4381,prior,5,2,16,11
34243,12039,prior,1,1,9,
34250,55857,prior,20,1,8,4
34259,18967,prior,1,3,12,
34267,53885,prior,3,0,16,28
34268,38078,prior,12,4,17,0
34270,2225,prior,42,2,11,3
34272,38699,prior,1,0,11,
34273,15558,prior,39,3,17,3
34276,8459,prior,9,3,10,30
34278,23783,prior,5,5,22,5
34281,32246,prior,15,4,9,6
34282,32802,prior,44,2,13,1
34288,42016,prior,14,5,12,7
34311,8779,prior,18,6,19,1
34323,15205,prior,16,4,15,8
34327,32847,prior,19,6,9,24
34334,5412,prior,3,2,11,22
34340,57996,prior,12,4,15,5
34342,2456,prior,23,5,11,8
34345,34552,prior,68,6,9,3
34346,15656,train,12,2,19,17
34347,60094,prior,7,4,17,8
34349,45518,prior,19,3,17,12
34352,38720,prior,23,2,17,1
34353,31253,prior,9,3,12,12
34361,16719,prior,1,4,14,
34370,12768,prior,5,2,7,10
34374,54062,prior,2,5,13,14
34377,29180,prior,35,1,12,7
34385,23190,prior,33,4,16,5
34397,16597,prior,16,5,15,25
34402,10514,train,7,4,18,15
34406,60019,prior,86,3,10,5
34408,2550,prior,15,0,12,6
34411,59193,prior,2,1,11,30
34414,62731,prior,5,6,21,13
34415,58018,prior,4,1,21,29
34416,7690,test,6,3,15,9
34420,61266,prior,27,5,11,7
34428,9379,prior,5,1,15,5
34429,31259,prior,22,4,18,12
34445,19731,prior,4,4,22,6
34448,51552,prior,19,5,15,27
34457,8694,prior,4,4,11,9
34461,57400,prior,8,4,15,3
34463,20003,train,7,4,20,11
34468,56045,prior,1,4,0,
34470,49730,prior,13,0,10,14
34475,32636,prior,14,1,8,7
34481,4312,prior,29,4,10,9
34482,13958,prior,48,2,7,13
34483,4385,prior,11,6,21,14
34490,36620,prior,20,2,19,16
34491,34268,prior,4,0,23,7
34497,37727,train,4,4,16,30
34500,59835,prior,7,1,10,13
34504,14236,train,4,0,16,30
34515,36326,prior,2,5,16,27
34516,48598,prior,8,2,23,3
34519,39110,prior,5,3,20,17
34520,51576,prior,9,0,15,5
34522,10899,prior,62,3,15,4
34528,45186,prior,19,4,17,7
34529,8032,prior,5,3,11,30
34531,15475,prior,2,2,12,4
34532,46336,prior,1,6,11,
34533,38313,train,69,0,9,6
34536,33208,prior,7,4,14,6
34537,19114,prior,1,5,13,
34538,58071,prior,1,0,12,
34545,14093,prior,11,1,20,9
34546,36205,train,7,1,8,30
34549,33754,prior,6,1,14,30
34551,37223,prior,35,1,13,9
34564,13805,prior,4,6,8,8
34569,55148,prior,5,1,10,13
34570,37901,prior,13,3,9,13
34572,61033,prior,3,2,20,5
34578,30874,prior,46,3,8,9
34580,21469,prior,66,5,10,1
34582,28934,prior,26,4,10,2
34589,2225,prior,36,6,10,4
34593,7380,prior,1,6,18,
34597,49591,prior,6,3,8,8
34598,44867,prior,31,4,16,8
34603,43253,train,8,5,9,6
34606,49221,prior,5,4,20,8
34608,21275,prior,5,5,10,8
34609,1390,prior,2,1,14,15
34617,61843,prior,14,4,12,2
34621,45032,prior,6,6,8,28
34623,30029,prior,2,6,20,10
34624,41790,prior,16,5,19,2
34627,55285,prior,25,6,8,13
34631,61012,prior,4,0,15,20
34634,26455,prior,2,6,7,8
34639,39754,prior,11,1,13,7
34641,15447,prior,60,1,14,0
34642,27600,prior,5,2,11,30
34645,51293,prior,19,3,14,6
34646,13752,prior,10,3,7,19
34647,66,train,7,3,19,23
34649,25414,prior,48,5,16,1
34653,18955,prior,10,1,12,5
34656,55948,prior,38,0,13,2
34660,54614,prior,4,4,9,6
34661,40261,prior,18,0,10,12
34662,45447,prior,9,2,6,7
34668,54685,prior,8,5,15,12
34675,55263,prior,31,5,10,7
34685,53318,prior,5,6,20,30
34692,53630,test,32,5,17,9
34696,36385,test,21,2,10,30
34700,25318,prior,51,1,4,4
34701,21028,prior,9,0,13,7
34705,280,prior,26,6,20,5
34707,29482,test,37,3,8,7
34708,50740,prior,4,3,15,1
34716,23144,prior,13,1,10,6
34717,50292,prior,22,3,18,3
34719,18166,prior,6,0,16,4
34720,4295,prior,3,4,11,7
34724,16390,prior,36,5,13,4
34726,50520,prior,3,0,20,7
34727,13068,prior,8,5,9,6
34730,39952,prior,13,3,13,30
34734,51645,prior,3,2,10,8
34735,7191,prior,33,5,12,3
34739,16475,prior,14,6,19,4
34741,2329,prior,5,3,9,10
34745,41022,prior,4,5,8,21
34749,5236,prior,57,2,15,5
34751,23893,prior,17,3,16,8
34752,53329,prior,3,0,11,14
34757,48571,prior,14,1,8,3
34771,46709,prior,12,1,9,30
34776,5342,prior,27,4,14,8
34777,25080,prior,9,3,14,7
34782,27868,prior,31,6,18,14
34786,8086,prior,1,3,12,
34789,33859,prior,6,3,17,30
34791,4609,prior,11,4,19,17
34797,20539,prior,5,1,17,29
34801,27925,prior,5,2,14,30
34807,23610,prior,13,0,15,8
34810,15961,prior,8,6,11,5
34811,55741,prior,32,3,16,6
34813,22544,prior,3,2,23,21
34815,60693,test,39,6,15,2
34816,5970,prior,14,2,11,9
34817,22496,test,20,3,13,20
34818,38072,prior,15,1,18,7
34822,23061,prior,11,3,23,13
34823,4340,prior,5,1,16,3
34828,41858,prior,1,4,15,
34838,61134,prior,25,2,16,4
34841,26715,prior,93,3,18,0
34847,57583,train,12,6,15,14
34855,39343,prior,2,6,10,11
34861,29840,prior,24,1,13,14
34862,17674,prior,38,5,16,5
34864,35745,prior,3,3,18,30
34865,53682,prior,22,4,8,2
34868,3571,prior,24,4,19,0
34869,54334,prior,2,0,19,16
34870,57766,prior,8,2,14,17
34873,4018,prior,3,6,12,30
34877,53173,prior,35,4,15,10
34880,19824,prior,10,1,9,7
34885,9688,prior,4,0,18,3
34888,16313,prior,92,4,12,4
34896,26890,prior,20,0,9,6
34901,46826,prior,8,0,10,30
34905,32203,test,5,4,7,16
34908,8269,prior,10,0,14,13
34919,7776,prior,3,2,13,6
34921,23644,prior,18,4,8,4
34924,38581,prior,13,5,17,3
34925,21421,prior,49,5,13,2
34931,3358,prior,11,6,10,13
34939,24796,prior,7,0,8,6
34946,11110,prior,5,4,8,12
34948,38718,prior,7,1,2,10
34949,33340,prior,55,0,20,5
34953,62732,prior,7,2,12,18
34955,62645,prior,23,1,20,1
34966,48823,prior,16,5,18,7
34968,49878,prior,6,5,12,2
34969,38176,train,15,0,12,7
34976,29312,train,8,0,7,7
34978,58019,train,12,6,21,30
34985,42064,prior,21,1,14,1
34987,47524,prior,25,3,7,14
34988,60225,prior,6,2,12,6
34991,10783,prior,24,2,15,19
34994,33895,prior,28,3,16,2
34995,14435,prior,20,1,7,6
34997,26570,prior,1,0,23,
34998,14910,prior,10,3,15,6
34999,48482,prior,2,6,15,30
35000,1630,prior,2,0,17,7
35002,9082,prior,26,4,17,1
35004,41513,prior,13,4,10,29
35005,46846,prior,11,6,9,26
35007,52789,prior,8,0,8,8
35009,20335,prior,38,3,16,2
35014,61771,prior,40,2,17,4
35022,11000,prior,19,1,12,1
35025,36391,prior,5,0,20,7
35028,34340,prior,25,3,12,7
35030,31456,prior,12,4,18,9
35031,19205,prior,6,2,14,16
35037,19455,prior,4,1,12,6
35044,21959,prior,15,5,15,8
35045,55568,prior,3,0,15,2
35048,21617,prior,42,6,19,15
35054,6863,prior,3,2,7,27
35055,48720,prior,22,5,9,24
35067,5011,prior,8,2,13,1
35070,5231,prior,7,2,8,4
35071,8703,prior,24,2,16,0
35072,26538,prior,2,2,14,30
35079,28109,prior,4,1,13,4
35093,16499,prior,2,2,12,9
35099,23341,prior,13,0,13,14
35101,47873,prior,12,5,17,10
35104,28871,prior,13,3,13,24
35106,33660,prior,10,6,12,11
35108,2245,prior,16,3,10,4
35110,12507,prior,25,5,13,20
35114,22165,prior,1,4,9,
35122,21297,prior,14,5,10,8
35123,37674,prior,5,2,12,16
35133,56377,prior,4,5,12,8
35136,60206,prior,24,2,17,7
35137,41970,prior,10,0,9,8
35138,5479,prior,12,5,19,2
35139,29225,prior,5,1,10,9
35142,32952,prior,13,6,18,19
35143,29400,prior,10,1,17,19
35158,36099,prior,3,5,11,15
35159,23290,prior,16,1,9,18
35161,9475,prior,11,6,16,14
35162,7601,prior,25,0,14,6
35164,42242,prior,13,2,12,16
35168,29292,prior,20,0,13,30
35175,41626,prior,19,1,11,14
35176,49701,prior,68,2,18,5
35177,10244,prior,28,4,11,9
35180,47580,prior,17,5,9,13
35183,8505,prior,9,6,10,30
35184,5278,prior,13,6,18,7
35185,33532,prior,1,3,15,
35187,68,prior,2,5,12,21
35188,8871,prior,3,5,9,4
35189,14140,prior,10,4,16,12
35190,38093,prior,15,1,13,7
35196,3142,train,20,0,14,3
35197,3190,prior,39,4,16,4
35201,31978,prior,11,6,21,7
35202,34447,test,4,5,11,30
35213,8975,prior,30,0,14,15
35214,37578,test,4,4,19,30
35222,9207,prior,7,1,18,30
35225,42676,prior,20,1,17,13
35226,55312,prior,15,0,12,17
35230,47912,prior,20,2,13,19
35231,35980,prior,29,1,11,3
35236,39932,prior,1,5,13,
35237,10578,prior,10,0,7,30
35238,54979,prior,37,5,23,2
35241,59498,prior,56,1,19,3
35242,21240,prior,11,3,14,7
35247,57277,prior,20,1,9,6
35250,58633,prior,5,5,9,11
35253,13805,prior,10,6,15,8
35255,24918,prior,12,5,11,3
35256,11186,prior,15,1,9,24
35267,2703,prior,20,3,20,16
35269,35414,prior,3,1,9,30
35270,18233,prior,5,5,15,30
35272,43542,prior,10,1,13,7
35275,59980,prior,1,2,15,
35278,40840,prior,8,4,17,18
35279,51014,prior,3,3,9,19
35280,24090,prior,2,2,9,5
35281,51333,prior,79,6,16,6
35283,55262,prior,1,1,19,
35284,28003,prior,16,5,12,9
35286,8170,prior,17,0,22,7
35293,53184,prior,4,0,6,9
35294,22043,prior,3,1,12,30
35297,21061,prior,8,0,12,7
35298,12509,prior,8,1,10,14
35299,19911,prior,5,5,9,11
35305,48785,prior,11,5,9,7
35306,11632,prior,14,5,10,8
35307,40422,prior,17,5,16,5
35308,25422,prior,63,5,19,3
35309,7323,train,6,2,15,14
35315,36554,prior,10,4,12,9
35317,20199,prior,22,3,7,5
35318,48744,prior,35,5,11,3
35319,20805,prior,37,2,10,11
35320,7631,prior,3,2,17,16
35322,39990,prior,14,3,18,19
35325,30601,prior,12,0,14,30
35326,33212,prior,9,5,22,12
35327,60844,prior,4,5,15,30
35330,30648,prior,15,1,14,5
35331,37563,prior,35,0,11,1
35334,51824,prior,9,4,10,8
35336,13784,prior,12,6,13,27
35346,11866,prior,30,4,15,4
35348,5669,prior,19,0,8,5
35355,8045,prior,3,6,5,15
35358,38279,prior,40,0,20,7
35364,43248,prior,9,4,19,30
35365,13650,prior,7,5,17,7
35366,14444,prior,7,2,10,13
35367,17095,prior,3,6,11,16
35373,6158,prior,1,6,16,
35374,42520,prior,35,0,15,1
35375,27612,prior,3,0,0,8
35376,14114,train,15,1,20,24
35378,7045,prior,65,4,17,1
35386,33493,test,4,4,16,30
35387,9747,prior,9,1,17,2
35388,54372,prior,19,2,18,30
35390,18214,prior,55,5,19,2
35394,16600,prior,22,0,10,6
35396,36053,prior,10,5,14,30
35403,45368,prior,17,1,9,4
35404,31310,prior,53,5,13,3
35408,35753,prior,4,6,12,8
35415,42874,prior,22,6,13,6
35417,7375,test,4,3,12,12
35419,11753,prior,5,3,18,23
35422,23385,train,7,4,10,30
35423,623,prior,10,1,10,18
35424,26794,prior,40,4,9,6
35432,2651,prior,1,0,11,
35434,60793,prior,17,3,15,14
35435,4341,prior,7,5,16,14
35443,30561,prior,4,4,14,11
35444,49078,prior,5,3,12,8
35446,52770,prior,3,3,17,13
35448,46446,prior,2,0,8,25
35450,13829,prior,23,6,11,2
35452,30340,train,8,3,7,30
35460,5765,prior,16,6,8,23
35461,57448,prior,1,3,15,
35462,23341,prior,21,3,13,9
35465,48399,prior,14,0,14,18
35474,35190,prior,95,1,16,1
35476,41975,prior,53,1,16,4
35480,25005,prior,54,5,11,2
35485,44976,prior,26,5,15,2
35488,16887,prior,23,1,17,14
35489,30714,prior,15,2,17,23
35491,51144,prior,23,1,16,3
35496,31189,prior,71,0,15,1
35497,43865,prior,1,5,13,
35498,2556,prior,37,5,14,15
35501,30704,prior,55,2,12,4
35503,40197,prior,19,0,16,4
35506,8662,prior,31,3,10,5
35513,41388,prior,22,1,17,11
35519,36481,prior,55,3,21,1
35523,11654,prior,4,6,11,11
35524,55224,test,46,1,8,5
35534,54810,prior,42,1,14,5
35536,44291,prior,13,1,16,14
35539,41229,prior,17,0,19,30
35540,47012,prior,16,6,8,6
35543,54308,prior,14,6,8,5
35555,28384,prior,4,1,6,8
35559,43591,prior,5,2,11,1
35564,60259,prior,42,6,19,7
35570,62547,prior,3,0,17,29
35581,26151,prior,8,6,12,12
35584,22402,prior,1,5,20,
35589,49684,prior,12,3,23,12
35590,16890,prior,2,2,10,30
35592,24680,prior,10,1,19,3
35593,52863,prior,1,0,11,
35602,39727,prior,15,5,13,4
35605,47317,prior,8,1,16,6
35607,16534,prior,12,0,22,6
35608,21138,prior,3,5,12,3
35609,28397,prior,1,4,11,
35610,6562,prior,21,0,13,3
35612,62556,prior,38,1,8,5
35613,11255,prior,1,1,17,
35614,23969,prior,3,0,12,3
35616,35091,prior,8,4,15,18
35617,59173,prior,35,6,0,7
35618,27523,prior,14,4,21,16
35620,15562,prior,3,1,6,30
35622,11511,prior,13,3,12,3
35628,55360,prior,9,0,10,9
35632,40532,test,11,1,18,9
35636,51688,prior,23,0,18,30
35647,42261,prior,11,3,18,4
35651,59535,prior,98,1,11,5
35654,19310,prior,18,0,9,9
35657,11490,train,4,0,10,30
35661,32666,prior,10,4,15,4
35666,19475,prior,8,1,17,30
35667,38991,prior,7,6,16,7
35669,9073,prior,9,2,13,13
35671,3464,prior,32,3,12,1
35677,9902,prior,24,4,18,6
35685,5943,prior,2,6,7,7
35687,60361,prior,13,3,12,0
35693,46346,prior,12,0,9,7
35694,50569,prior,17,1,18,13
35696,56405,prior,10,0,10,6
35697,27516,prior,11,4,12,30
35699,54102,prior,21,1,19,20
35702,57927,prior,1,1,11,
35705,8289,prior,21,4,13,3
35708,60217,prior,1,0,20,
35709,58083,train,5,1,7,16
35713,44012,prior,3,1,12,30
35715,27932,prior,12,0,15,6
35723,62418,prior,1,3,12,
35732,56046,prior,53,3,18,4
35734,25925,prior,18,5,1,10
35735,51619,prior,11,0,12,16
35736,11629,prior,2,1,15,8
35737,56261,prior,17,1,21,12
35740,17132,prior,1,5,11,
35754,11920,train,5,2,10,30
35755,61679,prior,8,0,14,30
35759,7744,prior,20,2,8,3
35762,26914,prior,5,6,11,30
35765,32090,prior,16,2,5,17
35766,54692,prior,6,2,16,7
35770,35572,prior,47,0,13,7
35786,10257,prior,21,4,16,9
35790,8289,prior,9,0,23,14
35792,28195,prior,23,4,17,4
35796,31832,prior,30,5,9,4
35797,58339,prior,15,0,16,15
35799,37249,prior,2,1,10,11
35801,51375,prior,4,4,21,18
35802,37655,prior,4,4,12,30
35806,29532,prior,16,4,12,19
35808,47928,prior,26,3,14,13
35816,55641,prior,3,3,18,30
35818,43685,prior,13,0,11,12
35819,14540,prior,13,0,12,30
35822,26405,prior,2,6,21,12
35823,11363,test,20,4,17,11
35824,29548,train,37,4,1,14
35827,2033,prior,22,0,9,30
35832,34421,prior,5,0,15,12
35833,39645,prior,3,3,21,14
35842,30783,prior,1,0,9,
35843,50758,prior,16,4,15,30
35846,49064,prior,26,0,17,6
35850,9045,prior,9,1,13,11
35852,8280,prior,22,4,10,3
35855,38164,prior,13,2,8,9
35856,29872,prior,8,1,12,16
35857,20922,prior,4,5,8,8
35858,36992,prior,5,6,19,5
35864,4555,train,8,2,22,4
35867,37865,prior,32,5,12,7
35871,9163,prior,3,4,18,10
35874,31089,prior,2,5,10,30
35877,22469,prior,21,0,19,17
35878,12457,prior,12,4,19,30
35885,53813,prior,11,6,15,5
35893,25911,prior,7,3,14,30
35895,59140,prior,44,0,16,10
35897,40074,prior,10,0,11,8
35900,8335,prior,1,4,13,
35903,49923,prior,8,5,17,15
35905,32436,prior,1,0,11,
35909,9055,prior,34,0,9,3
35910,57868,prior,6,4,14,11
35931,35670,prior,8,1,17,16
35939,54577,prior,6,3,16,1
35941,39304,prior,12,5,16,1
35942,10026,prior,13,0,8,7
35943,37568,prior,10,0,12,10
35944,24174,prior,6,6,11,30
35945,43719,prior,5,0,11,21
35946,18240,prior,28,3,8,3
35947,8031,prior,1,4,11,
35949,4547,train,15,6,19,30
35950,31607,prior,1,3,10,
35955,44486,prior,66,1,7,1
35956,17738,prior,9,1,9,7
35958,61353,prior,8,2,14,0
35959,36076,prior,23,3,17,30
35966,35123,prior,22,5,7,7
35969,55695,prior,7,0,7,6
35970,60390,prior,4,3,15,30
35978,36556,prior,70,4,23,8
35979,53057,prior,1,4,22,
35982,37497,prior,10,0,19,4
35989,25460,prior,27,1,19,23
35991,21875,prior,3,1,13,13
35993,39765,prior,8,4,16,5
35994,12697,prior,3,6,16,8
35997,41952,prior,48,4,23,3
35998,21166,prior,22,2,9,7
36007,42508,prior,14,5,12,4
36009,53596,train,38,6,9,7
36011,44407,test,26,2,17,1
36015,3331,prior,1,2,18,
36022,11177,prior,25,5,12,29
36024,42377,prior,19,1,13,30
36026,14981,prior,33,1,10,14
36027,19404,prior,2,1,21,30
36028,5081,prior,15,1,20,4
36029,38492,prior,25,5,13,2
36030,2577,prior,16,3,14,26
36032,56522,prior,1,6,14,
36034,32082,prior,5,3,16,15
36035,35312,prior,1,0,1,
36037,6274,prior,13,1,10,10
36045,13202,prior,3,6,23,5
36046,29635,prior,4,6,18,30
36047,43355,prior,11,4,10,19
36048,61613,prior,31,1,13,3
36049,30443,test,8,0,14,30
36053,16727,prior,2,5,11,7
36054,1130,prior,46,1,9,7
36055,591,prior,4,2,9,6
36059,25306,prior,40,0,20,1
36063,25725,prior,9,0,9,15
36064,54902,prior,7,5,9,4
36065,611,prior,14,6,10,14
36068,42561,train,22,4,18,17
36070,34011,prior,13,1,18,30
36075,40269,prior,8,5,16,9
36076,45351,prior,22,1,14,6
36077,1822,prior,8,0,9,21
36078,51741,prior,1,3,19,
36081,32638,prior,7,0,20,19
36082,62738,prior,6,5,15,16
36084,62669,prior,16,6,14,18
36086,9522,prior,4,0,15,26
36089,20440,prior,1,2,16,
36090,36207,prior,5,0,14,7
36098,1659,prior,16,5,14,11
36099,43611,prior,9,0,7,30
36101,40001,prior,3,4,14,12
36104,41232,prior,12,5,15,1
36106,10350,prior,4,2,16,25
36107,31364,prior,23,5,21,7
36114,61481,prior,30,5,18,25
36115,51084,prior,9,3,13,16
36121,27577,prior,16,0,19,7
36127,5547,prior,40,4,15,7
36128,2305,prior,18,6,9,7
36136,59314,prior,2,1,17,30
36142,55295,prior,5,5,11,15
36145,51239,prior,16,2,13,7
36146,59224,prior,16,4,9,9
36148,27618,train,21,4,15,7
36150,32424,prior,1,5,12,
36151,44754,prior,2,1,19,30
36157,2796,prior,1,4,13,
36164,9501,prior,2,5,18,10
36165,27600,prior,2,5,10,13
36166,13429,prior,14,0,14,3
36167,11173,prior,2,6,0,16
36169,27740,prior,13,1,16,6
36173,48343,prior,6,4,9,4
36179,2676,prior,24,1,10,10
36185,45593,prior,23,3,8,8
36187,37495,prior,13,0,13,13
36191,30765,prior,4,6,11,17
36195,29012,prior,64,5,11,6
36199,1606,prior,3,5,17,30
36200,30117,prior,15,0,14,20
36201,11964,prior,2,5,15,7
36204,56604,prior,23,2,14,7
36207,27697,prior,3,5,16,6
36212,9488,prior,4,6,9,30
36213,45131,prior,1,1,15,
36215,13792,prior,5,6,13,30
36216,36149,prior,57,0,20,1
36220,57268,prior,7,0,9,2
36229,41548,prior,65,1,11,5
36231,43305,prior,16,4,14,3
36237,29849,prior,25,3,14,13
36238,28228,prior,8,0,14,7
36243,50455,prior,37,6,22,6
36244,41419,prior,20,0,16,7
36246,10660,prior,86,3,22,4
36250,48178,prior,30,1,10,7
36251,7608,prior,47,1,11,2
36264,16095,prior,4,6,14,30
36269,37620,prior,23,2,15,4
36270,29020,prior,1,5,19,
36271,40347,prior,9,2,9,8
36279,10238,prior,3,4,22,6
36280,45247,prior,9,6,19,24
36286,48224,prior,7,5,16,9
36287,16420,prior,15,0,15,8
36288,8975,prior,1,6,13,
36296,56775,prior,43,5,9,0
36297,19566,prior,44,4,23,1
36299,22129,prior,1,0,14,
36304,53389,prior,19,6,11,11
36305,4453,prior,3,0,9,30
36306,19551,prior,11,4,16,3
36307,5912,prior,28,6,10,4
36310,28194,prior,2,6,14,30
36316,56081,prior,12,5,11,12
36317,11170,prior,50,2,7,1
36322,13731,prior,17,2,15,2
36325,28479,prior,27,3,7,22
36330,35689,prior,18,1,8,8
36335,49159,prior,62,2,17,1
36336,24903,train,34,0,9,14
36338,19309,prior,27,3,12,10
36341,8957,prior,26,2,20,13
36343,5340,prior,1,4,15,
36344,48509,prior,15,5,15,7
36346,616,prior,26,4,16,18
36347,49158,prior,15,5,19,14
36355,14866,prior,18,3,19,10
36357,15542,prior,7,6,10,14
36358,53250,prior,21,1,21,2
36360,6475,prior,24,2,1,3
36363,45699,prior,47,3,12,2
36364,4420,prior,4,0,22,18
36365,23714,prior,2,1,12,10
36372,1658,prior,3,5,11,8
36373,53475,prior,2,3,10,5
36378,4267,prior,33,4,17,6
36382,59535,prior,59,5,13,0
36383,39580,prior,13,6,17,9
36384,410,prior,11,3,8,7
36386,38824,prior,5,1,10,30
36389,2289,prior,12,4,14,11
36393,51473,prior,11,3,14,7
36395,36925,prior,2,3,16,30
36396,44488,prior,7,6,15,30
36401,25670,prior,10,2,11,30
36402,33543,prior,1,0,15,
36404,16061,prior,35,1,11,7
36409,57696,prior,4,6,14,22
36416,28861,prior,7,5,11,3
36418,25967,prior,9,1,14,21
36426,49335,prior,19,0,11,11
36430,50524,prior,20,0,10,28
36434,16284,prior,15,2,20,3
36436,18426,train,36,0,15,9
36439,44780,prior,36,4,22,13
36445,37818,prior,29,1,19,9
36446,39498,prior,17,4,14,13
36447,37210,prior,3,6,17,20
36449,1563,prior,72,4,17,2
36452,38489,prior,13,0,11,5
36454,22350,prior,10,3,7,9
36457,36666,prior,68,5,10,0
36458,46883,prior,4,4,8,7
36461,50978,train,7,6,13,20
36464,56640,prior,1,6,8,
36473,11525,prior,7,2,9,14
36477,1443,prior,3,0,17,12
36481,27478,prior,55,1,9,7
36484,61359,prior,10,1,17,3
36486,14414,prior,41,1,13,1
36490,6768,prior,26,1,9,14
36501,6485,prior,5,6,11,8
36504,9950,prior,10,6,13,1
36505,21553,prior,29,1,15,5
36512,8228,prior,11,4,10,7
36518,59974,prior,13,5,12,4
36525,59529,prior,1,6,12,
36528,37439,prior,2,1,23,0
36531,51880,prior,21,1,4,14
36534,55813,prior,16,3,13,12
36535,29976,test,52,6,11,28
36543,33860,prior,2,2,23,19
36544,8803,prior,52,6,10,3
36545,45317,prior,18,2,11,7
36553,48943,prior,8,0,17,4
36554,41952,prior,24,1,10,1
36555,17408,prior,2,6,11,14
36556,61259,prior,2,6,7,8
36557,49150,prior,18,6,11,2
36559,35469,prior,3,3,13,13
36562,47867,prior,8,3,8,4
36565,13736,prior,5,3,10,2
36581,21059,prior,17,3,14,6
36583,52451,prior,31,2,11,5
36585,43120,prior,8,5,16,6
36587,58088,prior,1,4,22,
36591,10780,prior,7,3,9,5
36595,36987,prior,25,0,10,7
36596,39761,prior,30,3,8,4
36597,41530,prior,5,0,15,12
36600,43523,prior,17,2,21,9
36608,1150,prior,32,4,13,4
36609,36149,prior,91,5,11,2
36611,48938,prior,13,5,22,6
36612,5360,prior,30,1,11,7
36613,46784,prior,11,1,11,7
36617,38733,prior,39,0,11,6
36628,56096,prior,33,6,16,4
36629,37818,prior,17,6,16,6
36631,39103,prior,5,0,16,5
36637,5229,prior,9,0,20,2
36639,47637,prior,2,1,19,3
36640,741,prior,11,6,15,7
36659,16992,prior,21,1,12,5
36661,33054,prior,1,6,20,
36663,38251,prior,7,5,9,23
36665,393,train,11,4,13,27
